,timestamps,PLETH,SPO2
42605,2022-10-03 03:46:43.050,4834,97
42606,2022-10-03 03:46:43.060,5650,97
42607,2022-10-03 03:46:43.070,7272,97
42608,2022-10-03 03:46:43.080,9770,97
42609,2022-10-03 03:46:43.090,13126,97
42610,2022-10-03 03:46:43.100,17275,97
42611,2022-10-03 03:46:43.110,22072,97
42612,2022-10-03 03:46:43.120,27339,97
42613,2022-10-03 03:46:43.130,32865,97
42614,2022-10-03 03:46:43.140,38399,97
42615,2022-10-03 03:46:43.150,43728,97
42616,2022-10-03 03:46:43.160,48625,97
42617,2022-10-03 03:46:43.170,52911,97
42618,2022-10-03 03:46:43.180,56448,97
42619,2022-10-03 03:46:43.190,59153,97
42620,2022-10-03 03:46:43.200,60973,97
42621,2022-10-03 03:46:43.210,61897,97
42622,2022-10-03 03:46:43.220,61955,97
42623,2022-10-03 03:46:43.230,61220,97
42624,2022-10-03 03:46:43.240,59760,97
42625,2022-10-03 03:46:43.250,57700,97
42626,2022-10-03 03:46:43.260,55154,97
42627,2022-10-03 03:46:43.270,52250,97
42628,2022-10-03 03:46:43.280,49106,97
42629,2022-10-03 03:46:43.290,45856,97
42630,2022-10-03 03:46:43.300,42600,97
42631,2022-10-03 03:46:43.310,39443,97
42632,2022-10-03 03:46:43.320,36471,97
42633,2022-10-03 03:46:43.330,33746,97
42634,2022-10-03 03:46:43.340,31310,97
42635,2022-10-03 03:46:43.350,29190,97
42636,2022-10-03 03:46:43.360,27381,97
42637,2022-10-03 03:46:43.370,25885,97
42638,2022-10-03 03:46:43.380,24663,97
42639,2022-10-03 03:46:43.390,23669,97
42640,2022-10-03 03:46:43.400,22863,97
42641,2022-10-03 03:46:43.410,22191,97
42642,2022-10-03 03:46:43.420,21608,97
42643,2022-10-03 03:46:43.430,21059,97
42644,2022-10-03 03:46:43.440,20503,97
42645,2022-10-03 03:46:43.450,19905,97
42646,2022-10-03 03:46:43.460,19252,97
42647,2022-10-03 03:46:43.470,18527,97
42648,2022-10-03 03:46:43.480,17711,97
42649,2022-10-03 03:46:43.490,16811,97
42650,2022-10-03 03:46:43.500,15827,97
42651,2022-10-03 03:46:43.510,14776,97
42652,2022-10-03 03:46:43.520,13677,97
42653,2022-10-03 03:46:43.530,12541,97
42654,2022-10-03 03:46:43.540,11400,97
42655,2022-10-03 03:46:43.550,10266,97
42656,2022-10-03 03:46:43.560,9150,97
42657,2022-10-03 03:46:43.570,8083,97
42658,2022-10-03 03:46:43.580,7101,97
42659,2022-10-03 03:46:43.590,6247,97
42660,2022-10-03 03:46:43.600,5611,97
42661,2022-10-03 03:46:43.610,5330,97
42662,2022-10-03 03:46:43.620,5555,97
42663,2022-10-03 03:46:43.630,6459,97
42664,2022-10-03 03:46:43.640,8174,97
42665,2022-10-03 03:46:43.650,10773,97
42666,2022-10-03 03:46:43.660,14274,97
42667,2022-10-03 03:46:43.670,18609,97
42668,2022-10-03 03:46:43.680,23645,97
42669,2022-10-03 03:46:43.690,29213,97
42670,2022-10-03 03:46:43.700,35103,97
42671,2022-10-03 03:46:43.710,41085,97
42672,2022-10-03 03:46:43.720,46927,97
42673,2022-10-03 03:46:43.730,52404,97
42674,2022-10-03 03:46:43.740,57333,97
42675,2022-10-03 03:46:43.750,61581,97
42676,2022-10-03 03:46:43.760,62258,97
42677,2022-10-03 03:46:43.770,62258,97
42678,2022-10-03 03:46:43.780,62258,97
42679,2022-10-03 03:46:43.790,62258,97
42680,2022-10-03 03:46:43.800,62258,97
42681,2022-10-03 03:46:43.810,61777,97
42682,2022-10-03 03:46:43.820,60801,97
42683,2022-10-03 03:46:43.830,59408,97
42684,2022-10-03 03:46:43.840,57682,97
42685,2022-10-03 03:46:43.850,55706,97
42686,2022-10-03 03:46:43.860,53569,97
42687,2022-10-03 03:46:43.870,51355,97
42688,2022-10-03 03:46:43.880,49127,97
42689,2022-10-03 03:46:43.890,46945,97
42690,2022-10-03 03:46:43.900,44856,97
42691,2022-10-03 03:46:43.910,42888,97
42692,2022-10-03 03:46:43.920,41066,97
42693,2022-10-03 03:46:43.930,39398,97
42694,2022-10-03 03:46:43.940,37880,97
42695,2022-10-03 03:46:43.950,36506,97
42696,2022-10-03 03:46:43.960,35250,97
42697,2022-10-03 03:46:43.970,34091,97
42698,2022-10-03 03:46:43.980,33000,97
42699,2022-10-03 03:46:43.990,31959,97
42700,2022-10-03 03:46:44.000,30943,97
42701,2022-10-03 03:46:44.010,29928,97
42702,2022-10-03 03:46:44.020,28895,97
42703,2022-10-03 03:46:44.030,27830,97
42704,2022-10-03 03:46:44.040,26717,97
42705,2022-10-03 03:46:44.050,25557,97
42706,2022-10-03 03:46:44.060,24340,97
42707,2022-10-03 03:46:44.070,23071,97
42708,2022-10-03 03:46:44.080,21755,97
42709,2022-10-03 03:46:44.090,20403,97
42710,2022-10-03 03:46:44.100,19018,97
42711,2022-10-03 03:46:44.110,17623,97
42712,2022-10-03 03:46:44.120,16231,97
42713,2022-10-03 03:46:44.130,14863,97
42714,2022-10-03 03:46:44.140,13549,97
42715,2022-10-03 03:46:44.150,12324,97
42716,2022-10-03 03:46:44.160,11269,97
42717,2022-10-03 03:46:44.170,10487,97
42718,2022-10-03 03:46:44.180,10109,97
42719,2022-10-03 03:46:44.190,10257,97
42720,2022-10-03 03:46:44.200,11043,97
42721,2022-10-03 03:46:44.210,12540,97
42722,2022-10-03 03:46:44.220,14760,97
42723,2022-10-03 03:46:44.230,17674,97
42724,2022-10-03 03:46:44.240,21196,97
42725,2022-10-03 03:46:44.250,25209,97
42726,2022-10-03 03:46:44.260,29553,97
42727,2022-10-03 03:46:44.270,34063,97
42728,2022-10-03 03:46:44.280,38574,97
42729,2022-10-03 03:46:44.290,42910,97
42730,2022-10-03 03:46:44.300,46931,97
42731,2022-10-03 03:46:44.310,50508,97
42732,2022-10-03 03:46:44.320,53545,97
42733,2022-10-03 03:46:44.330,55985,97
42734,2022-10-03 03:46:44.340,57793,97
42735,2022-10-03 03:46:44.350,58962,97
42736,2022-10-03 03:46:44.360,59508,97
42737,2022-10-03 03:46:44.370,59473,97
42738,2022-10-03 03:46:44.380,58912,97
42739,2022-10-03 03:46:44.390,57881,97
42740,2022-10-03 03:46:44.400,56463,97
42741,2022-10-03 03:46:44.410,54736,97
42742,2022-10-03 03:46:44.420,52768,97
42743,2022-10-03 03:46:44.430,50647,97
42744,2022-10-03 03:46:44.440,48450,97
42745,2022-10-03 03:46:44.450,46250,97
42746,2022-10-03 03:46:44.460,44119,97
42747,2022-10-03 03:46:44.470,42106,97
42748,2022-10-03 03:46:44.480,40262,97
42749,2022-10-03 03:46:44.490,38613,97
42750,2022-10-03 03:46:44.500,37190,97
42751,2022-10-03 03:46:44.510,36003,97
42752,2022-10-03 03:46:44.520,35048,97
42753,2022-10-03 03:46:44.530,34311,97
42754,2022-10-03 03:46:44.540,33773,97
42755,2022-10-03 03:46:44.550,33397,97
42756,2022-10-03 03:46:44.560,33155,97
42757,2022-10-03 03:46:44.570,32995,97
42758,2022-10-03 03:46:44.580,32887,97
42759,2022-10-03 03:46:44.590,32777,97
42760,2022-10-03 03:46:44.600,32626,97
42761,2022-10-03 03:46:44.610,32401,97
42762,2022-10-03 03:46:44.620,32065,97
42763,2022-10-03 03:46:44.630,31591,97
42764,2022-10-03 03:46:44.640,30964,97
42765,2022-10-03 03:46:44.650,30165,97
42766,2022-10-03 03:46:44.660,29189,97
42767,2022-10-03 03:46:44.670,28047,97
42768,2022-10-03 03:46:44.680,26758,97
42769,2022-10-03 03:46:44.690,25333,97
42770,2022-10-03 03:46:44.700,23815,97
42771,2022-10-03 03:46:44.710,22256,97
42772,2022-10-03 03:46:44.720,20763,97
42773,2022-10-03 03:46:44.730,19450,97
42774,2022-10-03 03:46:44.740,18465,97
42775,2022-10-03 03:46:44.750,17954,97
42776,2022-10-03 03:46:44.760,18041,97
42777,2022-10-03 03:46:44.770,18807,97
42778,2022-10-03 03:46:44.780,20286,97
42779,2022-10-03 03:46:44.790,22469,97
42780,2022-10-03 03:46:44.800,25280,97
42781,2022-10-03 03:46:44.810,28608,97
42782,2022-10-03 03:46:44.820,32320,97
42783,2022-10-03 03:46:44.830,36255,97
42784,2022-10-03 03:46:44.840,40257,97
42785,2022-10-03 03:46:44.850,44155,97
42786,2022-10-03 03:46:44.860,47799,97
42787,2022-10-03 03:46:44.870,51071,97
42788,2022-10-03 03:46:44.880,53878,97
42789,2022-10-03 03:46:44.890,56147,97
42790,2022-10-03 03:46:44.900,57844,97
42791,2022-10-03 03:46:44.910,58964,97
42792,2022-10-03 03:46:44.920,59507,97
42793,2022-10-03 03:46:44.930,59506,97
42794,2022-10-03 03:46:44.940,59006,97
42795,2022-10-03 03:46:44.950,58066,97
42796,2022-10-03 03:46:44.960,56737,97
42797,2022-10-03 03:46:44.970,55093,97
42798,2022-10-03 03:46:44.980,53205,97
42799,2022-10-03 03:46:44.990,51160,97
42800,2022-10-03 03:46:45.000,49032,97
42801,2022-10-03 03:46:45.010,46902,97
42802,2022-10-03 03:46:45.020,44825,97
42803,2022-10-03 03:46:45.030,42865,97
42804,2022-10-03 03:46:45.040,41054,97
42805,2022-10-03 03:46:45.050,39425,97
42806,2022-10-03 03:46:45.060,37995,97
42807,2022-10-03 03:46:45.070,36760,97
42808,2022-10-03 03:46:45.080,35713,97
42809,2022-10-03 03:46:45.090,34823,97
42810,2022-10-03 03:46:45.100,34074,97
42811,2022-10-03 03:46:45.110,33433,97
42812,2022-10-03 03:46:45.120,32867,97
42813,2022-10-03 03:46:45.130,32349,97
42814,2022-10-03 03:46:45.140,31846,97
42815,2022-10-03 03:46:45.150,31324,97
42816,2022-10-03 03:46:45.160,30756,97
42817,2022-10-03 03:46:45.170,30124,97
42818,2022-10-03 03:46:45.180,29394,97
42819,2022-10-03 03:46:45.190,28566,97
42820,2022-10-03 03:46:45.200,27628,97
42821,2022-10-03 03:46:45.210,26575,97
42822,2022-10-03 03:46:45.220,25411,97
42823,2022-10-03 03:46:45.230,24143,97
42824,2022-10-03 03:46:45.240,22787,97
42825,2022-10-03 03:46:45.250,21371,97
42826,2022-10-03 03:46:45.260,19948,97
42827,2022-10-03 03:46:45.270,18607,97
42828,2022-10-03 03:46:45.280,17460,97
42829,2022-10-03 03:46:45.290,16641,97
42830,2022-10-03 03:46:45.300,16296,97
42831,2022-10-03 03:46:45.310,16544,97
42832,2022-10-03 03:46:45.320,17467,97
42833,2022-10-03 03:46:45.330,19100,97
42834,2022-10-03 03:46:45.340,21411,97
42835,2022-10-03 03:46:45.350,24335,97
42836,2022-10-03 03:46:45.360,27771,97
42837,2022-10-03 03:46:45.370,31575,97
42838,2022-10-03 03:46:45.380,35589,97
42839,2022-10-03 03:46:45.390,39651,97
42840,2022-10-03 03:46:45.400,43607,97
42841,2022-10-03 03:46:45.410,47315,97
42842,2022-10-03 03:46:45.420,50638,97
42843,2022-10-03 03:46:45.430,53480,97
42844,2022-10-03 03:46:45.440,55795,97
42845,2022-10-03 03:46:45.450,57527,97
42846,2022-10-03 03:46:45.460,58678,97
42847,2022-10-03 03:46:45.470,59253,97
42848,2022-10-03 03:46:45.480,59281,97
42849,2022-10-03 03:46:45.490,58810,97
42850,2022-10-03 03:46:45.500,57888,97
42851,2022-10-03 03:46:45.510,56576,97
42852,2022-10-03 03:46:45.520,54941,97
42853,2022-10-03 03:46:45.530,53044,97
42854,2022-10-03 03:46:45.540,50962,97
42855,2022-10-03 03:46:45.550,48756,97
42856,2022-10-03 03:46:45.560,46496,97
42857,2022-10-03 03:46:45.570,44233,97
42858,2022-10-03 03:46:45.580,42036,97
42859,2022-10-03 03:46:45.590,39952,97
42860,2022-10-03 03:46:45.600,38020,97
42861,2022-10-03 03:46:45.610,36265,97
42862,2022-10-03 03:46:45.620,34705,97
42863,2022-10-03 03:46:45.630,33345,97
42864,2022-10-03 03:46:45.640,32176,97
42865,2022-10-03 03:46:45.650,31191,97
42866,2022-10-03 03:46:45.660,30351,97
42867,2022-10-03 03:46:45.670,29633,97
42868,2022-10-03 03:46:45.680,28991,97
42869,2022-10-03 03:46:45.690,28388,97
42870,2022-10-03 03:46:45.700,27783,97
42871,2022-10-03 03:46:45.710,27146,97
42872,2022-10-03 03:46:45.720,26442,97
42873,2022-10-03 03:46:45.730,25645,97
42874,2022-10-03 03:46:45.740,24745,97
42875,2022-10-03 03:46:45.750,23740,97
42876,2022-10-03 03:46:45.760,22613,97
42877,2022-10-03 03:46:45.770,21375,97
42878,2022-10-03 03:46:45.780,20032,97
42879,2022-10-03 03:46:45.790,18609,97
42880,2022-10-03 03:46:45.800,17141,97
42881,2022-10-03 03:46:45.810,15685,97
42882,2022-10-03 03:46:45.820,14326,97
42883,2022-10-03 03:46:45.830,13172,97
42884,2022-10-03 03:46:45.840,12376,97
42885,2022-10-03 03:46:45.850,12090,97
42886,2022-10-03 03:46:45.860,12442,97
42887,2022-10-03 03:46:45.870,13512,97
42888,2022-10-03 03:46:45.880,15336,97
42889,2022-10-03 03:46:45.890,17893,97
42890,2022-10-03 03:46:45.900,21110,97
42891,2022-10-03 03:46:45.910,24883,97
42892,2022-10-03 03:46:45.920,29063,97
42893,2022-10-03 03:46:45.930,33478,97
42894,2022-10-03 03:46:45.940,37952,97
42895,2022-10-03 03:46:45.950,42310,97
42896,2022-10-03 03:46:45.960,46417,97
42897,2022-10-03 03:46:45.970,50121,97
42898,2022-10-03 03:46:45.980,53334,97
42899,2022-10-03 03:46:45.990,55973,97
42900,2022-10-03 03:46:46.000,58012,97
42901,2022-10-03 03:46:46.010,59431,97
42902,2022-10-03 03:46:46.020,60244,97
42903,2022-10-03 03:46:46.030,60501,97
42904,2022-10-03 03:46:46.040,60239,97
42905,2022-10-03 03:46:46.050,59514,97
42906,2022-10-03 03:46:46.060,58390,97
42907,2022-10-03 03:46:46.070,56939,97
42908,2022-10-03 03:46:46.080,55212,97
42909,2022-10-03 03:46:46.090,53276,97
42910,2022-10-03 03:46:46.100,51209,97
42911,2022-10-03 03:46:46.110,49074,97
42912,2022-10-03 03:46:46.120,46919,97
42913,2022-10-03 03:46:46.130,44811,97
42914,2022-10-03 03:46:46.140,42774,97
42915,2022-10-03 03:46:46.150,40863,97
42916,2022-10-03 03:46:46.160,39092,97
42917,2022-10-03 03:46:46.170,37478,97
42918,2022-10-03 03:46:46.180,36028,97
42919,2022-10-03 03:46:46.190,34736,97
42920,2022-10-03 03:46:46.200,33584,97
42921,2022-10-03 03:46:46.210,32559,97
42922,2022-10-03 03:46:46.220,31625,97
42923,2022-10-03 03:46:46.230,30764,97
42924,2022-10-03 03:46:46.240,29931,97
42925,2022-10-03 03:46:46.250,29108,97
42926,2022-10-03 03:46:46.260,28257,97
42927,2022-10-03 03:46:46.270,27359,97
42928,2022-10-03 03:46:46.280,26389,97
42929,2022-10-03 03:46:46.290,25339,97
42930,2022-10-03 03:46:46.300,24197,97
42931,2022-10-03 03:46:46.310,22963,97
42932,2022-10-03 03:46:46.320,21631,97
42933,2022-10-03 03:46:46.330,20220,97
42934,2022-10-03 03:46:46.340,18749,97
42935,2022-10-03 03:46:46.350,17250,97
42936,2022-10-03 03:46:46.360,15796,97
42937,2022-10-03 03:46:46.370,14476,97
42938,2022-10-03 03:46:46.380,13438,97
42939,2022-10-03 03:46:46.390,12833,97
42940,2022-10-03 03:46:46.400,12813,97
42941,2022-10-03 03:46:46.410,13497,97
42942,2022-10-03 03:46:46.420,14956,97
42943,2022-10-03 03:46:46.430,17190,97
42944,2022-10-03 03:46:46.440,20164,97
42945,2022-10-03 03:46:46.450,23770,97
42946,2022-10-03 03:46:46.460,27885,97
42947,2022-10-03 03:46:46.470,32331,97
42948,2022-10-03 03:46:46.480,36937,97
42949,2022-10-03 03:46:46.490,41511,97
42950,2022-10-03 03:46:46.500,45879,97
42951,2022-10-03 03:46:46.510,49893,97
42952,2022-10-03 03:46:46.520,53417,97
42953,2022-10-03 03:46:46.530,56379,97
42954,2022-10-03 03:46:46.540,58710,97
42955,2022-10-03 03:46:46.550,60410,97
42956,2022-10-03 03:46:46.560,61473,97
42957,2022-10-03 03:46:46.570,61932,97
42958,2022-10-03 03:46:46.580,61841,97
42959,2022-10-03 03:46:46.590,61240,97
42960,2022-10-03 03:46:46.600,60209,97
42961,2022-10-03 03:46:46.610,58799,97
42962,2022-10-03 03:46:46.620,57097,97
42963,2022-10-03 03:46:46.630,55160,97
42964,2022-10-03 03:46:46.640,53067,97
42965,2022-10-03 03:46:46.650,50869,97
42966,2022-10-03 03:46:46.660,48631,97
42967,2022-10-03 03:46:46.670,46411,97
42968,2022-10-03 03:46:46.680,44260,97
42969,2022-10-03 03:46:46.690,42217,97
42970,2022-10-03 03:46:46.700,40316,97
42971,2022-10-03 03:46:46.710,38581,97
42972,2022-10-03 03:46:46.720,37021,97
42973,2022-10-03 03:46:46.730,35634,97
42974,2022-10-03 03:46:46.740,34409,97
42975,2022-10-03 03:46:46.750,33320,97
42976,2022-10-03 03:46:46.760,32346,97
42977,2022-10-03 03:46:46.770,31463,97
42978,2022-10-03 03:46:46.780,30629,97
42979,2022-10-03 03:46:46.790,29813,97
42980,2022-10-03 03:46:46.800,28981,97
42981,2022-10-03 03:46:46.810,28106,97
42982,2022-10-03 03:46:46.820,27167,97
42983,2022-10-03 03:46:46.830,26138,97
42984,2022-10-03 03:46:46.840,25011,97
42985,2022-10-03 03:46:46.850,23774,97
42986,2022-10-03 03:46:46.860,22432,97
42987,2022-10-03 03:46:46.870,20993,97
42988,2022-10-03 03:46:46.880,19470,97
42989,2022-10-03 03:46:46.890,17911,97
42990,2022-10-03 03:46:46.900,16377,97
42991,2022-10-03 03:46:46.910,14973,97
42992,2022-10-03 03:46:46.920,13847,97
42993,2022-10-03 03:46:46.930,13152,97
42994,2022-10-03 03:46:46.940,13057,97
42995,2022-10-03 03:46:46.950,13679,97
42996,2022-10-03 03:46:46.960,15109,97
42997,2022-10-03 03:46:46.970,17340,97
42998,2022-10-03 03:46:46.980,20354,97
42999,2022-10-03 03:46:46.990,24039,97
43000,2022-10-03 03:46:47.000,28248,97
43001,2022-10-03 03:46:47.010,32815,97
43002,2022-10-03 03:46:47.020,37551,97
43003,2022-10-03 03:46:47.030,42252,97
43004,2022-10-03 03:46:47.040,46747,97
43005,2022-10-03 03:46:47.050,50873,97
43006,2022-10-03 03:46:47.060,54509,97
43007,2022-10-03 03:46:47.070,57553,97
43008,2022-10-03 03:46:47.080,59958,97
43009,2022-10-03 03:46:47.090,61700,97
43010,2022-10-03 03:46:47.100,62258,97
43011,2022-10-03 03:46:47.110,62258,97
43012,2022-10-03 03:46:47.120,62144,97
43013,2022-10-03 03:46:47.130,61528,97
43014,2022-10-03 03:46:47.140,60471,97
43015,2022-10-03 03:46:47.150,59034,97
43016,2022-10-03 03:46:47.160,57290,97
43017,2022-10-03 03:46:47.170,55307,97
43018,2022-10-03 03:46:47.180,53150,97
43019,2022-10-03 03:46:47.190,50879,97
43020,2022-10-03 03:46:47.200,48560,97
43021,2022-10-03 03:46:47.210,46239,97
43022,2022-10-03 03:46:47.220,43975,97
43023,2022-10-03 03:46:47.230,41823,97
43024,2022-10-03 03:46:47.240,39800,97
43025,2022-10-03 03:46:47.250,37935,97
43026,2022-10-03 03:46:47.260,36248,97
43027,2022-10-03 03:46:47.270,34738,97
43028,2022-10-03 03:46:47.280,33400,97
43029,2022-10-03 03:46:47.290,32228,97
43030,2022-10-03 03:46:47.300,31188,97
43031,2022-10-03 03:46:47.310,30260,97
43032,2022-10-03 03:46:47.320,29412,97
43033,2022-10-03 03:46:47.330,28608,97
43034,2022-10-03 03:46:47.340,27810,97
43035,2022-10-03 03:46:47.350,26995,97
43036,2022-10-03 03:46:47.360,26143,97
43037,2022-10-03 03:46:47.370,25220,97
43038,2022-10-03 03:46:47.380,24212,97
43039,2022-10-03 03:46:47.390,23104,97
43040,2022-10-03 03:46:47.400,21890,97
43041,2022-10-03 03:46:47.410,20563,97
43042,2022-10-03 03:46:47.420,19137,97
43043,2022-10-03 03:46:47.430,17618,97
43044,2022-10-03 03:46:47.440,16029,97
43045,2022-10-03 03:46:47.450,14403,97
43046,2022-10-03 03:46:47.460,12820,97
43047,2022-10-03 03:46:47.470,11376,97
43048,2022-10-03 03:46:47.480,10198,97
43049,2022-10-03 03:46:47.490,9489,97
43050,2022-10-03 03:46:47.500,9395,97
43051,2022-10-03 03:46:47.510,10064,97
43052,2022-10-03 03:46:47.520,11586,97
43053,2022-10-03 03:46:47.530,13983,97
43054,2022-10-03 03:46:47.540,17221,97
43055,2022-10-03 03:46:47.550,21186,97
43056,2022-10-03 03:46:47.560,25727,97
43057,2022-10-03 03:46:47.570,30660,97
43058,2022-10-03 03:46:47.580,35788,97
43059,2022-10-03 03:46:47.590,40897,97
43060,2022-10-03 03:46:47.600,45798,97
43061,2022-10-03 03:46:47.610,50315,97
43062,2022-10-03 03:46:47.620,54302,97
43063,2022-10-03 03:46:47.630,57657,97
43064,2022-10-03 03:46:47.640,60306,97
43065,2022-10-03 03:46:47.650,62243,97
43066,2022-10-03 03:46:47.660,62258,97
43067,2022-10-03 03:46:47.670,62258,97
43068,2022-10-03 03:46:47.680,62171,97
43069,2022-10-03 03:46:47.690,61556,97
43070,2022-10-03 03:46:47.700,60488,97
43071,2022-10-03 03:46:47.710,59027,97
43072,2022-10-03 03:46:47.720,57253,97
43073,2022-10-03 03:46:47.730,55234,97
43074,2022-10-03 03:46:47.740,53041,97
43075,2022-10-03 03:46:47.750,50741,97
43076,2022-10-03 03:46:47.760,48394,97
43077,2022-10-03 03:46:47.770,46064,97
43078,2022-10-03 03:46:47.780,43792,97
43079,2022-10-03 03:46:47.790,41630,97
43080,2022-10-03 03:46:47.800,39618,97
43081,2022-10-03 03:46:47.810,37770,97
43082,2022-10-03 03:46:47.820,36106,97
43083,2022-10-03 03:46:47.830,34633,97
43084,2022-10-03 03:46:47.840,33338,97
43085,2022-10-03 03:46:47.850,32202,97
43086,2022-10-03 03:46:47.860,31218,97
43087,2022-10-03 03:46:47.870,30347,97
43088,2022-10-03 03:46:47.880,29562,97
43089,2022-10-03 03:46:47.890,28829,97
43090,2022-10-03 03:46:47.900,28101,97
43091,2022-10-03 03:46:47.910,27363,97
43092,2022-10-03 03:46:47.920,26583,97
43093,2022-10-03 03:46:47.930,25745,97
43094,2022-10-03 03:46:47.940,24815,97
43095,2022-10-03 03:46:47.950,23786,97
43096,2022-10-03 03:46:47.960,22651,97
43097,2022-10-03 03:46:47.970,21409,97
43098,2022-10-03 03:46:47.980,20069,97
43099,2022-10-03 03:46:47.990,18629,97
43100,2022-10-03 03:46:48.000,17104,97
43101,2022-10-03 03:46:48.010,15508,97
43102,2022-10-03 03:46:48.020,13877,97
43103,2022-10-03 03:46:48.030,12253,97
43104,2022-10-03 03:46:48.040,10692,97
43105,2022-10-03 03:46:48.050,9313,97
43106,2022-10-03 03:46:48.060,8270,97
43107,2022-10-03 03:46:48.070,7724,97
43108,2022-10-03 03:46:48.080,7835,97
43109,2022-10-03 03:46:48.090,8736,97
43110,2022-10-03 03:46:48.100,10496,97
43111,2022-10-03 03:46:48.110,13137,97
43112,2022-10-03 03:46:48.120,16597,97
43113,2022-10-03 03:46:48.130,20761,97
43114,2022-10-03 03:46:48.140,25466,97
43115,2022-10-03 03:46:48.150,30529,97
43116,2022-10-03 03:46:48.160,35729,97
43117,2022-10-03 03:46:48.170,40861,97
43118,2022-10-03 03:46:48.180,45729,97
43119,2022-10-03 03:46:48.190,50157,97
43120,2022-10-03 03:46:48.200,54014,97
43121,2022-10-03 03:46:48.210,57203,97
43122,2022-10-03 03:46:48.220,59667,97
43123,2022-10-03 03:46:48.230,61384,97
43124,2022-10-03 03:46:48.240,62258,97
43125,2022-10-03 03:46:48.250,62258,97
43126,2022-10-03 03:46:48.260,61944,97
43127,2022-10-03 03:46:48.270,61079,97
43128,2022-10-03 03:46:48.280,59742,97
43129,2022-10-03 03:46:48.290,58016,97
43130,2022-10-03 03:46:48.300,55977,97
43131,2022-10-03 03:46:48.310,53702,97
43132,2022-10-03 03:46:48.320,51281,97
43133,2022-10-03 03:46:48.330,48775,97
43134,2022-10-03 03:46:48.340,46267,97
43135,2022-10-03 03:46:48.350,43819,97
43136,2022-10-03 03:46:48.360,41471,97
43137,2022-10-03 03:46:48.370,39273,97
43138,2022-10-03 03:46:48.380,37260,97
43139,2022-10-03 03:46:48.390,35459,97
43140,2022-10-03 03:46:48.400,33871,97
43141,2022-10-03 03:46:48.410,32483,97
43142,2022-10-03 03:46:48.420,31296,97
43143,2022-10-03 03:46:48.430,30268,97
43144,2022-10-03 03:46:48.440,29379,97
43145,2022-10-03 03:46:48.450,28588,97
43146,2022-10-03 03:46:48.460,27858,97
43147,2022-10-03 03:46:48.470,27155,97
43148,2022-10-03 03:46:48.480,26435,97
43149,2022-10-03 03:46:48.490,25670,97
43150,2022-10-03 03:46:48.500,24832,97
43151,2022-10-03 03:46:48.510,23905,97
43152,2022-10-03 03:46:48.520,22868,97
43153,2022-10-03 03:46:48.530,21713,97
43154,2022-10-03 03:46:48.540,20448,97
43155,2022-10-03 03:46:48.550,19058,97
43156,2022-10-03 03:46:48.560,17565,97
43157,2022-10-03 03:46:48.570,15969,97
43158,2022-10-03 03:46:48.580,14299,97
43159,2022-10-03 03:46:48.590,12557,97
43160,2022-10-03 03:46:48.600,10779,97
43161,2022-10-03 03:46:48.610,8980,97
43162,2022-10-03 03:46:48.620,7204,97
43163,2022-10-03 03:46:48.630,5517,97
43164,2022-10-03 03:46:48.640,4016,97
43165,2022-10-03 03:46:48.650,3276,97
43166,2022-10-03 03:46:48.660,3276,97
43167,2022-10-03 03:46:48.670,3360,97
43168,2022-10-03 03:46:48.680,4134,97
43169,2022-10-03 03:46:48.690,5813,97
43170,2022-10-03 03:46:48.700,8424,97
43171,2022-10-03 03:46:48.710,11934,97
43172,2022-10-03 03:46:48.720,16240,97
43173,2022-10-03 03:46:48.730,21172,97
43174,2022-10-03 03:46:48.740,26526,97
43175,2022-10-03 03:46:48.750,32093,97
43176,2022-10-03 03:46:48.760,37658,97
43177,2022-10-03 03:46:48.770,42979,97
43178,2022-10-03 03:46:48.780,47871,97
43179,2022-10-03 03:46:48.790,52168,97
43180,2022-10-03 03:46:48.800,55759,97
43181,2022-10-03 03:46:48.810,58564,97
43182,2022-10-03 03:46:48.820,60553,97
43183,2022-10-03 03:46:48.830,61749,97
43184,2022-10-03 03:46:48.840,62166,97
43185,2022-10-03 03:46:48.850,61877,97
43186,2022-10-03 03:46:48.860,60960,97
43187,2022-10-03 03:46:48.870,59494,97
43188,2022-10-03 03:46:48.880,57572,97
43189,2022-10-03 03:46:48.890,55297,97
43190,2022-10-03 03:46:48.900,52748,97
43191,2022-10-03 03:46:48.910,50037,97
43192,2022-10-03 03:46:48.920,47246,97
43193,2022-10-03 03:46:48.930,44465,97
43194,2022-10-03 03:46:48.940,41759,97
43195,2022-10-03 03:46:48.950,39195,97
43196,2022-10-03 03:46:48.960,36831,97
43197,2022-10-03 03:46:48.970,34696,97
43198,2022-10-03 03:46:48.980,32803,97
43199,2022-10-03 03:46:48.990,31175,97
43200,2022-10-03 03:46:49.000,29793,97
43201,2022-10-03 03:46:49.010,28636,97
43202,2022-10-03 03:46:49.020,27678,97
43203,2022-10-03 03:46:49.030,26883,97
43204,2022-10-03 03:46:49.040,26187,97
43205,2022-10-03 03:46:49.050,25568,97
43206,2022-10-03 03:46:49.060,24963,97
43207,2022-10-03 03:46:49.070,24327,97
43208,2022-10-03 03:46:49.080,23632,97
43209,2022-10-03 03:46:49.090,22840,97
43210,2022-10-03 03:46:49.100,21938,97
43211,2022-10-03 03:46:49.110,20910,97
43212,2022-10-03 03:46:49.120,19735,97
