,timestamps,PLETH,SPO2
39155,2022-10-03 03:46:08.550,62258,98
39156,2022-10-03 03:46:08.560,62258,98
39157,2022-10-03 03:46:08.570,62122,98
39158,2022-10-03 03:46:08.580,61344,98
39159,2022-10-03 03:46:08.590,59936,98
39160,2022-10-03 03:46:08.600,57994,98
39161,2022-10-03 03:46:08.610,55611,98
39162,2022-10-03 03:46:08.620,52899,98
39163,2022-10-03 03:46:08.630,49968,98
39164,2022-10-03 03:46:08.640,46929,98
39165,2022-10-03 03:46:08.650,43891,98
39166,2022-10-03 03:46:08.660,40962,98
39167,2022-10-03 03:46:08.670,38209,98
39168,2022-10-03 03:46:08.680,35716,98
39169,2022-10-03 03:46:08.690,33531,98
39170,2022-10-03 03:46:08.700,31679,98
39171,2022-10-03 03:46:08.710,30173,98
39172,2022-10-03 03:46:08.720,29004,98
39173,2022-10-03 03:46:08.730,28138,98
39174,2022-10-03 03:46:08.740,27540,98
39175,2022-10-03 03:46:08.750,27157,98
39176,2022-10-03 03:46:08.760,26931,98
39177,2022-10-03 03:46:08.770,26789,98
39178,2022-10-03 03:46:08.780,26670,98
39179,2022-10-03 03:46:08.790,26533,98
39180,2022-10-03 03:46:08.800,26317,98
39181,2022-10-03 03:46:08.810,25984,98
39182,2022-10-03 03:46:08.820,25510,98
39183,2022-10-03 03:46:08.830,24877,98
39184,2022-10-03 03:46:08.840,24089,98
39185,2022-10-03 03:46:08.850,23159,98
39186,2022-10-03 03:46:08.860,22104,98
39187,2022-10-03 03:46:08.870,20955,98
39188,2022-10-03 03:46:08.880,19725,98
39189,2022-10-03 03:46:08.890,18469,98
39190,2022-10-03 03:46:08.900,17211,98
39191,2022-10-03 03:46:08.910,15971,98
39192,2022-10-03 03:46:08.920,14779,98
39193,2022-10-03 03:46:08.930,13661,98
39194,2022-10-03 03:46:08.940,12642,98
39195,2022-10-03 03:46:08.950,11722,98
39196,2022-10-03 03:46:08.960,10901,98
39197,2022-10-03 03:46:08.970,10191,98
39198,2022-10-03 03:46:08.980,9593,98
39199,2022-10-03 03:46:08.990,9138,98
39200,2022-10-03 03:46:09.000,8875,98
39201,2022-10-03 03:46:09.010,8941,98
39202,2022-10-03 03:46:09.020,9477,98
39203,2022-10-03 03:46:09.030,10632,98
39204,2022-10-03 03:46:09.040,12530,98
39205,2022-10-03 03:46:09.050,15247,98
39206,2022-10-03 03:46:09.060,18774,98
39207,2022-10-03 03:46:09.070,23032,98
39208,2022-10-03 03:46:09.080,27886,98
39209,2022-10-03 03:46:09.090,33148,98
39210,2022-10-03 03:46:09.100,38604,98
39211,2022-10-03 03:46:09.110,44012,98
39212,2022-10-03 03:46:09.120,49165,98
39213,2022-10-03 03:46:09.130,53838,98
39214,2022-10-03 03:46:09.140,57875,98
39215,2022-10-03 03:46:09.150,61156,98
39216,2022-10-03 03:46:09.160,62258,98
39217,2022-10-03 03:46:09.170,62258,98
39218,2022-10-03 03:46:09.180,62258,98
39219,2022-10-03 03:46:09.190,62124,98
39220,2022-10-03 03:46:09.200,61308,98
39221,2022-10-03 03:46:09.210,59885,98
39222,2022-10-03 03:46:09.220,57932,98
39223,2022-10-03 03:46:09.230,55551,98
39224,2022-10-03 03:46:09.240,52863,98
39225,2022-10-03 03:46:09.250,49974,98
39226,2022-10-03 03:46:09.260,46987,98
39227,2022-10-03 03:46:09.270,44019,98
39228,2022-10-03 03:46:09.280,41153,98
39229,2022-10-03 03:46:09.290,38494,98
39230,2022-10-03 03:46:09.300,36087,98
39231,2022-10-03 03:46:09.310,33983,98
39232,2022-10-03 03:46:09.320,32223,98
39233,2022-10-03 03:46:09.330,30802,98
39234,2022-10-03 03:46:09.340,29712,98
39235,2022-10-03 03:46:09.350,28920,98
39236,2022-10-03 03:46:09.360,28394,98
39237,2022-10-03 03:46:09.370,28078,98
39238,2022-10-03 03:46:09.380,27898,98
39239,2022-10-03 03:46:09.390,27804,98
39240,2022-10-03 03:46:09.400,27733,98
39241,2022-10-03 03:46:09.410,27627,98
39242,2022-10-03 03:46:09.420,27445,98
39243,2022-10-03 03:46:09.430,27154,98
39244,2022-10-03 03:46:09.440,26723,98
39245,2022-10-03 03:46:09.450,26140,98
39246,2022-10-03 03:46:09.460,25416,98
39247,2022-10-03 03:46:09.470,24558,98
39248,2022-10-03 03:46:09.480,23580,98
39249,2022-10-03 03:46:09.490,22514,98
39250,2022-10-03 03:46:09.500,21381,98
39251,2022-10-03 03:46:09.510,20218,98
39252,2022-10-03 03:46:09.520,19058,98
39253,2022-10-03 03:46:09.530,17915,98
39254,2022-10-03 03:46:09.540,16818,98
39255,2022-10-03 03:46:09.550,15784,98
39256,2022-10-03 03:46:09.560,14826,98
39257,2022-10-03 03:46:09.570,13950,98
39258,2022-10-03 03:46:09.580,13173,98
39259,2022-10-03 03:46:09.590,12497,98
39260,2022-10-03 03:46:09.600,11932,98
39261,2022-10-03 03:46:09.610,11544,98
39262,2022-10-03 03:46:09.620,11426,98
39263,2022-10-03 03:46:09.630,11714,98
39264,2022-10-03 03:46:09.640,12562,98
39265,2022-10-03 03:46:09.650,14106,98
39266,2022-10-03 03:46:09.660,16411,98
39267,2022-10-03 03:46:09.670,19491,98
39268,2022-10-03 03:46:09.680,23297,98
39269,2022-10-03 03:46:09.690,27717,98
39270,2022-10-03 03:46:09.700,32577,98
39271,2022-10-03 03:46:09.710,37687,98
39272,2022-10-03 03:46:09.720,42823,98
39273,2022-10-03 03:46:09.730,47778,98
39274,2022-10-03 03:46:09.740,52343,98
39275,2022-10-03 03:46:09.750,56359,98
39276,2022-10-03 03:46:09.760,59703,98
39277,2022-10-03 03:46:09.770,62258,98
39278,2022-10-03 03:46:09.780,62258,98
39279,2022-10-03 03:46:09.790,62258,98
39280,2022-10-03 03:46:09.800,62258,98
39281,2022-10-03 03:46:09.810,61776,98
39282,2022-10-03 03:46:09.820,60688,98
39283,2022-10-03 03:46:09.830,59082,98
39284,2022-10-03 03:46:09.840,57044,98
39285,2022-10-03 03:46:09.850,54666,98
39286,2022-10-03 03:46:09.860,52056,98
39287,2022-10-03 03:46:09.870,49309,98
39288,2022-10-03 03:46:09.880,46528,98
39289,2022-10-03 03:46:09.890,43798,98
39290,2022-10-03 03:46:09.900,41199,98
39291,2022-10-03 03:46:09.910,38801,98
39292,2022-10-03 03:46:09.920,36660,98
39293,2022-10-03 03:46:09.930,34813,98
39294,2022-10-03 03:46:09.940,33273,98
39295,2022-10-03 03:46:09.950,32046,98
39296,2022-10-03 03:46:09.960,31101,98
39297,2022-10-03 03:46:09.970,30418,98
39298,2022-10-03 03:46:09.980,29954,98
39299,2022-10-03 03:46:09.990,29650,98
39300,2022-10-03 03:46:10.000,29461,98
39301,2022-10-03 03:46:10.010,29321,98
39302,2022-10-03 03:46:10.020,29193,98
39303,2022-10-03 03:46:10.030,29019,98
39304,2022-10-03 03:46:10.040,28766,98
39305,2022-10-03 03:46:10.050,28406,98
39306,2022-10-03 03:46:10.060,27922,98
39307,2022-10-03 03:46:10.070,27296,98
39308,2022-10-03 03:46:10.080,26543,98
39309,2022-10-03 03:46:10.090,25671,98
39310,2022-10-03 03:46:10.100,24706,98
39311,2022-10-03 03:46:10.110,23671,98
39312,2022-10-03 03:46:10.120,22583,98
39313,2022-10-03 03:46:10.130,21464,98
39314,2022-10-03 03:46:10.140,20355,98
39315,2022-10-03 03:46:10.150,19273,98
39316,2022-10-03 03:46:10.160,18241,98
39317,2022-10-03 03:46:10.170,17264,98
39318,2022-10-03 03:46:10.180,16361,98
39319,2022-10-03 03:46:10.190,15537,98
39320,2022-10-03 03:46:10.200,14804,98
39321,2022-10-03 03:46:10.210,14179,98
39322,2022-10-03 03:46:10.220,13686,98
39323,2022-10-03 03:46:10.230,13404,98
39324,2022-10-03 03:46:10.240,13471,98
39325,2022-10-03 03:46:10.250,14024,98
39326,2022-10-03 03:46:10.260,15197,98
39327,2022-10-03 03:46:10.270,17092,98
39328,2022-10-03 03:46:10.280,19765,98
39329,2022-10-03 03:46:10.290,23194,98
39330,2022-10-03 03:46:10.300,27287,98
39331,2022-10-03 03:46:10.310,31907,98
39332,2022-10-03 03:46:10.320,36873,98
39333,2022-10-03 03:46:10.330,41981,98
39334,2022-10-03 03:46:10.340,47012,98
39335,2022-10-03 03:46:10.350,51752,98
39336,2022-10-03 03:46:10.360,56034,98
39337,2022-10-03 03:46:10.370,59703,98
39338,2022-10-03 03:46:10.380,62258,98
39339,2022-10-03 03:46:10.390,62258,98
39340,2022-10-03 03:46:10.400,62258,98
39341,2022-10-03 03:46:10.410,62258,98
39342,2022-10-03 03:46:10.420,62148,98
39343,2022-10-03 03:46:10.430,61456,98
39344,2022-10-03 03:46:10.440,60256,98
39345,2022-10-03 03:46:10.450,58611,98
39346,2022-10-03 03:46:10.460,56622,98
39347,2022-10-03 03:46:10.470,54378,98
39348,2022-10-03 03:46:10.480,51970,98
39349,2022-10-03 03:46:10.490,49491,98
39350,2022-10-03 03:46:10.500,47020,98
39351,2022-10-03 03:46:10.510,44647,98
39352,2022-10-03 03:46:10.520,42427,98
39353,2022-10-03 03:46:10.530,40419,98
39354,2022-10-03 03:46:10.540,38654,98
39355,2022-10-03 03:46:10.550,37148,98
39356,2022-10-03 03:46:10.560,35921,98
39357,2022-10-03 03:46:10.570,34945,98
39358,2022-10-03 03:46:10.580,34210,98
39359,2022-10-03 03:46:10.590,33676,98
39360,2022-10-03 03:46:10.600,33310,98
39361,2022-10-03 03:46:10.610,33054,98
39362,2022-10-03 03:46:10.620,32870,98
39363,2022-10-03 03:46:10.630,32705,98
39364,2022-10-03 03:46:10.640,32514,98
39365,2022-10-03 03:46:10.650,32266,98
39366,2022-10-03 03:46:10.660,31928,98
39367,2022-10-03 03:46:10.670,31475,98
39368,2022-10-03 03:46:10.680,30896,98
39369,2022-10-03 03:46:10.690,30179,98
39370,2022-10-03 03:46:10.700,29345,98
39371,2022-10-03 03:46:10.710,28403,98
39372,2022-10-03 03:46:10.720,27376,98
39373,2022-10-03 03:46:10.730,26277,98
39374,2022-10-03 03:46:10.740,25144,98
39375,2022-10-03 03:46:10.750,23997,98
39376,2022-10-03 03:46:10.760,22859,98
39377,2022-10-03 03:46:10.770,21755,98
39378,2022-10-03 03:46:10.780,20707,98
39379,2022-10-03 03:46:10.790,19727,98
39380,2022-10-03 03:46:10.800,18825,98
39381,2022-10-03 03:46:10.810,18001,98
39382,2022-10-03 03:46:10.820,17276,98
39383,2022-10-03 03:46:10.830,16647,98
39384,2022-10-03 03:46:10.840,16150,98
39385,2022-10-03 03:46:10.850,15843,98
39386,2022-10-03 03:46:10.860,15824,98
39387,2022-10-03 03:46:10.870,16230,98
39388,2022-10-03 03:46:10.880,17195,98
39389,2022-10-03 03:46:10.890,18811,98
39390,2022-10-03 03:46:10.900,21138,98
39391,2022-10-03 03:46:10.910,24154,98
39392,2022-10-03 03:46:10.920,27798,98
39393,2022-10-03 03:46:10.930,31946,98
39394,2022-10-03 03:46:10.940,36449,98
39395,2022-10-03 03:46:10.950,41105,98
39396,2022-10-03 03:46:10.960,45733,98
39397,2022-10-03 03:46:10.970,50130,98
39398,2022-10-03 03:46:10.980,54134,98
39399,2022-10-03 03:46:10.990,57619,98
39400,2022-10-03 03:46:11.000,60469,98
39401,2022-10-03 03:46:11.010,62258,98
39402,2022-10-03 03:46:11.020,62258,98
39403,2022-10-03 03:46:11.030,62258,98
39404,2022-10-03 03:46:11.040,62233,98
39405,2022-10-03 03:46:11.050,61688,98
39406,2022-10-03 03:46:11.060,60623,98
39407,2022-10-03 03:46:11.070,59123,98
39408,2022-10-03 03:46:11.080,57263,98
39409,2022-10-03 03:46:11.090,55137,98
39410,2022-10-03 03:46:11.100,52838,98
39411,2022-10-03 03:46:11.110,50454,98
39412,2022-10-03 03:46:11.120,48079,98
39413,2022-10-03 03:46:11.130,45787,98
39414,2022-10-03 03:46:11.140,43636,98
39415,2022-10-03 03:46:11.150,41696,98
39416,2022-10-03 03:46:11.160,39997,98
39417,2022-10-03 03:46:11.170,38564,98
39418,2022-10-03 03:46:11.180,37403,98
39419,2022-10-03 03:46:11.190,36500,98
39420,2022-10-03 03:46:11.200,35837,98
39421,2022-10-03 03:46:11.210,35383,98
39422,2022-10-03 03:46:11.220,35094,98
39423,2022-10-03 03:46:11.230,34916,98
39424,2022-10-03 03:46:11.240,34803,98
39425,2022-10-03 03:46:11.250,34705,98
39426,2022-10-03 03:46:11.260,34581,98
39427,2022-10-03 03:46:11.270,34391,98
39428,2022-10-03 03:46:11.280,34097,98
39429,2022-10-03 03:46:11.290,33684,98
39430,2022-10-03 03:46:11.300,33132,98
39431,2022-10-03 03:46:11.310,32438,98
39432,2022-10-03 03:46:11.320,31602,98
39433,2022-10-03 03:46:11.330,30639,98
39434,2022-10-03 03:46:11.340,29580,98
39435,2022-10-03 03:46:11.350,28434,98
39436,2022-10-03 03:46:11.360,27228,98
39437,2022-10-03 03:46:11.370,25997,98
39438,2022-10-03 03:46:11.380,24758,98
39439,2022-10-03 03:46:11.390,23553,98
39440,2022-10-03 03:46:11.400,22387,98
39441,2022-10-03 03:46:11.410,21282,98
39442,2022-10-03 03:46:11.420,20253,98
39443,2022-10-03 03:46:11.430,19312,98
39444,2022-10-03 03:46:11.440,18459,98
39445,2022-10-03 03:46:11.450,17715,98
39446,2022-10-03 03:46:11.460,17092,98
39447,2022-10-03 03:46:11.470,16636,98
39448,2022-10-03 03:46:11.480,16427,98
39449,2022-10-03 03:46:11.490,16586,98
39450,2022-10-03 03:46:11.500,17251,98
39451,2022-10-03 03:46:11.510,18534,98
39452,2022-10-03 03:46:11.520,20506,98
39453,2022-10-03 03:46:11.530,23189,98
39454,2022-10-03 03:46:11.540,26534,98
39455,2022-10-03 03:46:11.550,30442,98
39456,2022-10-03 03:46:11.560,34762,98
39457,2022-10-03 03:46:11.570,39326,98
39458,2022-10-03 03:46:11.580,43933,98
39459,2022-10-03 03:46:11.590,48398,98
39460,2022-10-03 03:46:11.600,52530,98
39461,2022-10-03 03:46:11.610,56185,98
39462,2022-10-03 03:46:11.620,59250,98
39463,2022-10-03 03:46:11.630,61638,98
39464,2022-10-03 03:46:11.640,62258,98
39465,2022-10-03 03:46:11.650,62258,98
39466,2022-10-03 03:46:11.660,62258,98
39467,2022-10-03 03:46:11.670,61871,98
39468,2022-10-03 03:46:11.680,60928,98
39469,2022-10-03 03:46:11.690,59511,98
39470,2022-10-03 03:46:11.700,57693,98
39471,2022-10-03 03:46:11.710,55574,98
39472,2022-10-03 03:46:11.720,53247,98
39473,2022-10-03 03:46:11.730,50811,98
39474,2022-10-03 03:46:11.740,48349,98
39475,2022-10-03 03:46:11.750,45954,98
39476,2022-10-03 03:46:11.760,43702,98
39477,2022-10-03 03:46:11.770,41655,98
39478,2022-10-03 03:46:11.780,39848,98
39479,2022-10-03 03:46:11.790,38314,98
39480,2022-10-03 03:46:11.800,37061,98
39481,2022-10-03 03:46:11.810,36086,98
39482,2022-10-03 03:46:11.820,35376,98
39483,2022-10-03 03:46:11.830,34885,98
39484,2022-10-03 03:46:11.840,34575,98
39485,2022-10-03 03:46:11.850,34406,98
39486,2022-10-03 03:46:11.860,34317,98
39487,2022-10-03 03:46:11.870,34259,98
39488,2022-10-03 03:46:11.880,34191,98
39489,2022-10-03 03:46:11.890,34060,98
39490,2022-10-03 03:46:11.900,33848,98
39491,2022-10-03 03:46:11.910,33516,98
39492,2022-10-03 03:46:11.920,33050,98
39493,2022-10-03 03:46:11.930,32437,98
39494,2022-10-03 03:46:11.940,31683,98
39495,2022-10-03 03:46:11.950,30802,98
39496,2022-10-03 03:46:11.960,29803,98
39497,2022-10-03 03:46:11.970,28714,98
39498,2022-10-03 03:46:11.980,27558,98
39499,2022-10-03 03:46:11.990,26363,98
39500,2022-10-03 03:46:12.000,25154,98
39501,2022-10-03 03:46:12.010,23957,98
39502,2022-10-03 03:46:12.020,22795,98
39503,2022-10-03 03:46:12.030,21689,98
39504,2022-10-03 03:46:12.040,20653,98
39505,2022-10-03 03:46:12.050,19695,98
39506,2022-10-03 03:46:12.060,18820,98
39507,2022-10-03 03:46:12.070,18038,98
39508,2022-10-03 03:46:12.080,17361,98
39509,2022-10-03 03:46:12.090,16809,98
39510,2022-10-03 03:46:12.100,16426,98
39511,2022-10-03 03:46:12.110,16311,98
39512,2022-10-03 03:46:12.120,16592,98
39513,2022-10-03 03:46:12.130,17391,98
39514,2022-10-03 03:46:12.140,18831,98
39515,2022-10-03 03:46:12.150,20972,98
39516,2022-10-03 03:46:12.160,23811,98
39517,2022-10-03 03:46:12.170,27304,98
39518,2022-10-03 03:46:12.180,31330,98
39519,2022-10-03 03:46:12.190,35749,98
39520,2022-10-03 03:46:12.200,40374,98
39521,2022-10-03 03:46:12.210,45010,98
39522,2022-10-03 03:46:12.220,49470,98
39523,2022-10-03 03:46:12.230,53569,98
39524,2022-10-03 03:46:12.240,57178,98
39525,2022-10-03 03:46:12.250,60174,98
39526,2022-10-03 03:46:12.260,62258,98
39527,2022-10-03 03:46:12.270,62258,98
39528,2022-10-03 03:46:12.280,62258,98
39529,2022-10-03 03:46:12.290,62248,98
39530,2022-10-03 03:46:12.300,61864,98
39531,2022-10-03 03:46:12.310,60964,98
39532,2022-10-03 03:46:12.320,59623,98
39533,2022-10-03 03:46:12.330,57929,98
39534,2022-10-03 03:46:12.340,55964,98
39535,2022-10-03 03:46:12.350,53825,98
39536,2022-10-03 03:46:12.360,51598,98
39537,2022-10-03 03:46:12.370,49366,98
39538,2022-10-03 03:46:12.380,47206,98
39539,2022-10-03 03:46:12.390,45180,98
39540,2022-10-03 03:46:12.400,43342,98
39541,2022-10-03 03:46:12.410,41726,98
39542,2022-10-03 03:46:12.420,40358,98
39543,2022-10-03 03:46:12.430,39242,98
39544,2022-10-03 03:46:12.440,38365,98
39545,2022-10-03 03:46:12.450,37712,98
39546,2022-10-03 03:46:12.460,37245,98
39547,2022-10-03 03:46:12.470,36926,98
39548,2022-10-03 03:46:12.480,36704,98
39549,2022-10-03 03:46:12.490,36532,98
39550,2022-10-03 03:46:12.500,36374,98
39551,2022-10-03 03:46:12.510,36181,98
39552,2022-10-03 03:46:12.520,35922,98
39553,2022-10-03 03:46:12.530,35557,98
39554,2022-10-03 03:46:12.540,35075,98
39555,2022-10-03 03:46:12.550,34456,98
39556,2022-10-03 03:46:12.560,33709,98
39557,2022-10-03 03:46:12.570,32828,98
39558,2022-10-03 03:46:12.580,31821,98
39559,2022-10-03 03:46:12.590,30720,98
39560,2022-10-03 03:46:12.600,29544,98
39561,2022-10-03 03:46:12.610,28304,98
39562,2022-10-03 03:46:12.620,27033,98
39563,2022-10-03 03:46:12.630,25760,98
39564,2022-10-03 03:46:12.640,24509,98
39565,2022-10-03 03:46:12.650,23285,98
39566,2022-10-03 03:46:12.660,22121,98
39567,2022-10-03 03:46:12.670,21031,98
39568,2022-10-03 03:46:12.680,20017,98
39569,2022-10-03 03:46:12.690,19094,98
39570,2022-10-03 03:46:12.700,18272,98
39571,2022-10-03 03:46:12.710,17568,98
39572,2022-10-03 03:46:12.720,17039,98
39573,2022-10-03 03:46:12.730,16761,98
39574,2022-10-03 03:46:12.740,16871,98
39575,2022-10-03 03:46:12.750,17481,98
39576,2022-10-03 03:46:12.760,18712,98
39577,2022-10-03 03:46:12.770,20628,98
39578,2022-10-03 03:46:12.780,23231,98
39579,2022-10-03 03:46:12.790,26483,98
39580,2022-10-03 03:46:12.800,30275,98
39581,2022-10-03 03:46:12.810,34471,98
39582,2022-10-03 03:46:12.820,38907,98
39583,2022-10-03 03:46:12.830,43385,98
39584,2022-10-03 03:46:12.840,47724,98
39585,2022-10-03 03:46:12.850,51748,98
39586,2022-10-03 03:46:12.860,55321,98
39587,2022-10-03 03:46:12.870,58321,98
39588,2022-10-03 03:46:12.880,60679,98
39589,2022-10-03 03:46:12.890,62258,98
39590,2022-10-03 03:46:12.900,62258,98
39591,2022-10-03 03:46:12.910,62258,98
39592,2022-10-03 03:46:12.920,61988,98
39593,2022-10-03 03:46:12.930,61180,98
39594,2022-10-03 03:46:12.940,59913,98
39595,2022-10-03 03:46:12.950,58264,98
39596,2022-10-03 03:46:12.960,56322,98
39597,2022-10-03 03:46:12.970,54171,98
39598,2022-10-03 03:46:12.980,51905,98
39599,2022-10-03 03:46:12.990,49604,98
39600,2022-10-03 03:46:13.000,47352,98
39601,2022-10-03 03:46:13.010,45223,98
39602,2022-10-03 03:46:13.020,43261,98
39603,2022-10-03 03:46:13.030,41517,98
39604,2022-10-03 03:46:13.040,40012,98
39605,2022-10-03 03:46:13.050,38770,98
39606,2022-10-03 03:46:13.060,37783,98
